id,Amount,IP,IBAN,CC_ASN,IBAN_CC,Timestamp
986,29199,235.251.47.172,AZ85 PAQQ 04VH 3Q0D 6GNZ ISPD THDX,,,1359244407
987,7313,42.92.254.252,GR14 8907 9290 SCVM EGUE OJNE Q1F,,,1474830960
988,70377,75.8.244.241,IS74 5810 5020 3832 6113 4928 36,,,1472657735
989,67933,154.120.83.151,NL87 ATOD 4828 4187 38,,,1322413401
990,82619,4.179.2.98,FI80 3444 9621 6860 33,,,1309710010
991,26568,97.86.66.104,AE49 7643 2295 6353 5597 576,,,1392580682
992,78789,88.168.9.215,PK89 VAGC 1Y7A KRKB I8JJ MDUP,,,1416426841
993,21358,126.33.154.189,FR70 4602 0669 44UC PF5M 3KOP C99,,,1339436923
994,51283,21.34.205.103,ME20 6212 6516 4922 3342 74,,,1418108764
995,42041,86.235.231.144,DO75 TMEA 8439 6148 9093 8089 0297,,,1436524352
996,82236,145.63.194.164,ME97 3827 2313 2054 0643 55,,,1448601763
997,44510,93.135.113.36,HU52 7627 6190 0733 2996 9662 3872,,,1350931835
998,36496,27.198.216.27,CY73 7129 2259 TTM1 G5PG ACVD 9NCD,,,1399102649
999,88771,5.69.33.11,IS57 7194 8361 1644 7889 5876 76,,,1399106187
1000,40359,241.234.43.140,VG14 JOGD 2653 1194 4771 4434,,,1316614205
